DeltaT,t_cement,E_cement,alpha_cement,E_rock,alpha_rock,E_steel,alpha_steel,a0_interface,k_contact,y_cc_max_jump_mm,y_cr_max_jump_mm,y_all_max_jump_mm
-108.6108113,0.030988875,10604667543,8.46E-06,15461071382,5.34E-06,1.95339E+11,1.10E-05,2.13E-05,0.88482446,0.190069601,0.2088884,0.2088884
-107.5419295,0.027665231,7791941105,1.21E-05,23534109901,6.75E-06,1.93556E+11,1.19E-05,6.49E-06,1.521384656,0.17121269,0.295340594,0.295340594
-59.82001874,0.028234246,8160628942,1.04E-05,15059004279,7.77E-06,1.96846E+11,1.14E-05,1.20E-05,2.573888309,0.096317062,0.143868651,0.143868651
-98.77266128,0.034656634,16601494472,1.04E-05,14147524545,1.03E-05,1.90162E+11,1.19E-05,4.06E-06,0.822769226,0.184371975,0.239986205,0.239986205
-36.02284147,0.034817484,16950717666,1.16E-05,19746065567,5.95E-06,1.93578E+11,1.10E-05,3.81E-05,1.378325156,0.056860641,0.094860558,0.094860558
-51.43549479,0.020144429,14546718962,8.37E-06,14350077440,7.79E-06,1.9115E+11,1.22E-05,5.06E-06,2.118032643,0.092033907,0.09977325,0.09977325
-36.84575852,0.028001598,11168519578,1.23E-05,15944653909,1.10E-05,2.09458E+11,1.05E-05,8.13E-06,2.777778691,0.046438092,0.105228434,0.105228434
-105.6946543,0.027924199,15009714521,8.86E-06,32520418973,8.29E-06,2.04772E+11,1.09E-05,7.86E-06,2.554654069,0.170380557,0.218332424,0.218332424
-79.42289478,0.034263567,8749605211,8.51E-06,36979595917,7.11E-06,1.93687E+11,1.21E-05,2.41E-06,1.368584213,0.159326548,0.156653753,0.159326548
-41.08672069,0.036916937,10018823735,1.20E-05,24609732194,1.10E-05,2.06075E+11,1.19E-05,4.70E-05,1.11281942,0.073589669,0.114565677,0.114565677
-105.1798594,0.038890885,9761186898,1.17E-05,17807886926,6.32E-06,1.99229E+11,1.05E-05,4.19E-06,2.415081667,0.161531988,0.281167522,0.281167522
-51.6691981,0.026139721,12955786448,9.28E-06,31895459047,7.41E-06,2.01567E+11,1.23E-05,7.45E-06,0.998256965,0.097014855,0.110061409,0.110061409
-62.45366356,0.02818127,12409995618,8.01E-06,29949420995,8.13E-06,2.02094E+11,1.21E-05,1.69E-05,1.881951343,0.12152362,0.117177957,0.12152362
-52.43092651,0.036442877,8816939409,1.22E-05,25450646419,5.51E-06,1.98917E+11,1.29E-05,1.05E-05,1.922530814,0.103009433,0.14509022,0.14509022
-104.0380431,0.02010342,6360496712,8.90E-06,31781519898,7.49E-06,1.97632E+11,1.15E-05,2.24E-06,2.755328601,0.164877949,0.213390797,0.213390797
-105.5921087,0.039896618,14767676183,1.14E-05,38099477494,9.09E-06,2.04154E+11,1.26E-05,1.87E-05,0.842849289,0.215224252,0.27818742,0.27818742
-64.23347162,0.025324641,12053666969,1.08E-05,16112932670,5.74E-06,1.91742E+11,1.07E-05,6.65E-06,1.383714326,0.08813763,0.156328714,0.156328714
-40.98274448,0.022005814,11836609961,8.89E-06,15588270012,7.26E-06,1.91553E+11,1.12E-05,2.78E-05,1.762807581,0.064611858,0.083745373,0.083745373
-65.63942055,0.036217576,7002047380,1.21E-05,15510938620,5.79E-06,2.0522E+11,1.26E-05,2.22E-05,0.752584953,0.1271482,0.179882299,0.179882299
-81.71583033,0.033799359,6554133575,1.01E-05,10030116049,9.83E-06,2.03983E+11,1.25E-05,1.47E-06,0.746305467,0.165154868,0.191918451,0.191918451
-97.97691262,0.026348952,7727725464,1.16E-05,13571221016,1.10E-05,2.03908E+11,1.11E-05,1.28E-05,0.639308373,0.143965037,0.262801403,0.262801403
-42.1065761,0.027965782,18400239697,9.54E-06,31444259626,5.38E-06,2.01427E+11,1.26E-05,2.93E-05,1.372195587,0.081880318,0.091073625,0.091073625
-99.70709363,0.021857867,5749686847,9.15E-06,17463209075,7.07E-06,1.96721E+11,1.14E-05,1.54E-05,1.380586652,0.159547903,0.208858909,0.208858909
-49.18601215,0.027917807,8392074065,1.02E-05,17206688112,6.82E-06,1.91642E+11,1.20E-05,1.77E-06,1.933452066,0.085682502,0.114639005,0.114639005
-74.74141723,0.033379034,15524474952,8.06E-06,29604417354,7.88E-06,1.99324E+11,1.19E-05,5.68E-06,1.186603662,0.148686944,0.140797494,0.148686944
-113.2781534,0.038988619,15592965700,8.46E-06,13270215485,7.07E-06,2.08478E+11,1.21E-05,3.56E-06,0.761815027,0.236971152,0.221766432,0.236971152
-67.19463241,0.021294922,6039221806,9.21E-06,24086553189,8.84E-06,1.92951E+11,1.28E-05,2.29E-06,0.674486708,0.128875144,0.142479962,0.142479962
-58.80835554,0.023687144,12343258351,1.01E-05,21425210304,9.95E-06,2.09428E+11,1.14E-05,1.40E-05,1.631100008,0.091514809,0.137755704,0.137755704
-25.96436997,0.030985326,8686139297,8.62E-06,10493640313,7.20E-06,2.01111E+11,1.17E-05,1.14E-06,1.873544497,0.04820156,0.051878501,0.051878501
-94.77233661,0.027429754,12011323038,1.22E-05,20683690461,1.10E-05,1.95776E+11,1.30E-05,2.64E-05,0.599060806,0.176776543,0.265085422,0.265085422
-36.99455028,0.022459303,7070331128,1.23E-05,12414666800,6.77E-06,1.93499E+11,1.23E-05,6.95E-06,2.474585122,0.055659162,0.102491757,0.102491757
-44.80943603,0.035072893,8556833138,1.08E-05,23080586000,1.10E-05,2.09905E+11,1.22E-05,4.16E-05,1.86360772,0.08451536,0.114094846,0.114094846
-67.43875113,0.032145607,5116672646,1.04E-05,29719039556,5.30E-06,2.00107E+11,1.06E-05,1.52E-05,1.028252666,0.103534237,0.15830014,0.15830014
-68.07833359,0.026823013,11546424122,1.19E-05,26572064672,1.10E-05,1.94968E+11,1.26E-05,1.65E-05,1.615863747,0.117656503,0.18836033,0.18836033
-69.15704303,0.029987732,9109769972,9.31E-06,12103207354,6.99E-06,2.0946E+11,1.24E-05,1.87E-06,2.012279013,0.134955996,0.148380681,0.148380681
-25.92994468,0.030804049,7121601041,8.72E-06,27190678506,9.48E-06,2.03415E+11,1.21E-05,1.89E-05,1.555811527,0.050558773,0.053263889,0.053263889
-82.80289496,0.035057094,19836882474,9.11E-06,19538410892,5.94E-06,2.04576E+11,1.26E-05,2.64E-06,1.767799704,0.172965305,0.173044804,0.173044804
-110.4660449,0.037211235,7180856305,1.21E-05,17091248038,1.10E-05,2.01554E+11,1.26E-05,2.05E-05,0.573735008,0.219085141,0.309414835,0.309414835
-86.42847415,0.036361791,10240018787,1.24E-05,13820687612,8.54E-06,2.01882E+11,1.05E-05,8.73E-06,2.553343499,0.124882812,0.246788236,0.246788236
-104.7740383,0.029587288,11309054078,8.88E-06,29706834701,9.36E-06,1.94734E+11,1.07E-05,3.14E-05,0.863338649,0.172158844,0.217409229,0.217409229
-36.65125624,0.037288457,19306589842,9.33E-06,13188160908,5.76E-06,2.01326E+11,1.29E-05,3.77E-05,1.122655982,0.079754627,0.078164478,0.079754627
-119.3685018,0.02115765,11291724402,9.51E-06,32384204720,9.10E-06,1.91938E+11,1.15E-05,2.10E-05,0.646050051,0.193865652,0.261101073,0.261101073
-89.5412128,0.028199762,7358397935,1.27E-05,12909363587,1.10E-05,1.93363E+11,1.19E-05,7.62E-06,2.251424366,0.136615605,0.263482795,0.263482795
-32.35289836,0.026194617,8635944518,9.27E-06,39112703003,5.73E-06,1.93053E+11,1.14E-05,2.62E-05,0.553142986,0.055413736,0.067565371,0.067565371
-60.17806676,0.032034119,12640800284,9.18E-06,23108072502,5.69E-06,2.06177E+11,1.08E-05,2.05E-06,1.301606106,0.100360101,0.126039124,0.126039124
-46.53915894,0.02135254,9125310492,1.07E-05,12697117253,9.18E-06,1.93651E+11,1.26E-05,5.03E-06,1.978483771,0.077997335,0.114828015,0.114828015
-100.2169862,0.03730276,8014295108,1.23E-05,13112581955,5.10E-06,2.05333E+11,1.13E-05,2.06E-05,2.827666275,0.16410879,0.279232281,0.279232281
-106.4213908,0.020388862,18509728953,1.01E-05,24024033444,8.63E-06,1.94466E+11,1.08E-05,2.05E-06,0.798814318,0.146567076,0.245478929,0.245478929
-26.74634955,0.032363516,19957723691,8.36E-06,14966950191,8.56E-06,2.04262E+11,1.15E-05,9.83E-06,0.976176216,0.050291807,0.052327592,0.052327592
-89.53172901,0.032644107,14344430155,8.04E-06,39311897001,1.07E-05,1.95267E+11,1.11E-05,1.57E-05,1.096011252,0.162711105,0.172099021,0.172099021
-107.9050585,0.037141234,13047934744,1.03E-05,34408200811,9.84E-06,2.04669E+11,1.10E-05,1.10E-05,0.690590547,0.186704675,0.259422095,0.259422095
-115.8426295,0.034010986,6393080828,1.16E-05,25371760910,1.09E-05,1.95593E+11,1.09E-05,2.05E-05,0.765748957,0.181990335,0.312189249,0.312189249
-111.1647383,0.026681471,16980265262,1.09E-05,11803576861,8.94E-06,2.02996E+11,1.23E-05,7.94E-06,1.084100964,0.196523877,0.277645479,0.277645479
-109.6701988,0.025709275,19247877639,1.23E-05,17854883445,1.10E-05,2.06418E+11,1.07E-05,2.80E-06,0.937520423,0.141831621,0.311849644,0.311849644
-45.297148,0.039682527,6746690223,8.76E-06,16536370351,9.07E-06,1.97905E+11,1.28E-05,1.31E-06,0.891641779,0.100723351,0.093201428,0.100723351
-33.07995481,0.025757935,8899265804,1.05E-05,30363697488,7.51E-06,1.94591E+11,1.07E-05,1.26E-06,0.709037255,0.047873532,0.07879191,0.07879191
-46.02842059,0.031894768,13543774267,1.05E-05,24989126904,9.47E-06,2.07901E+11,1.07E-05,3.76E-06,1.225700244,0.071214886,0.112766869,0.112766869
-109.0616636,0.020528723,8566451915,9.48E-06,10973373985,1.05E-05,1.95413E+11,1.07E-05,7.74E-06,1.950750754,0.14923278,0.242386505,0.242386505
-70.79516297,0.032759704,8205050969,9.61E-06,23464456118,6.67E-06,1.99713E+11,1.20E-05,6.22E-06,2.552535026,0.1323091,0.156555417,0.156555417
-118.2907098,0.032724959,7812556665,1.02E-05,14063200218,1.05E-05,2.08819E+11,1.07E-05,1.95E-05,0.748057615,0.189492655,0.282621506,0.282621506
-34.61625525,0.039619917,5085034754,1.12E-05,14767132751,7.91E-06,2.01601E+11,1.30E-05,5.19E-06,0.769399057,0.073737523,0.088968004,0.088968004
-32.98413571,0.034318137,10061891106,8.54E-06,17112790539,8.36E-06,1.93085E+11,1.18E-05,6.72E-06,1.35837858,0.064440972,0.065981782,0.065981782
-38.5068409,0.023446852,5704837648,1.16E-05,14183524326,8.52E-06,1.96189E+11,1.26E-05,5.27E-06,0.545455518,0.066712662,0.101190074,0.101190074
-104.3693656,0.025532731,8165431738,1.29E-05,27641467271,8.12E-06,2.06245E+11,1.27E-05,2.71E-05,2.798767225,0.167978861,0.30698807,0.30698807
-58.29206988,0.038198693,18859084792,9.74E-06,29239857301,1.02E-05,2.0238E+11,1.06E-05,3.79E-06,1.078056339,0.097453735,0.133659151,0.133659151
-96.04445435,0.025773168,5416601605,1.14E-05,14270971739,7.32E-06,2.05311E+11,1.17E-05,1.04E-05,0.690370065,0.154247076,0.248014421,0.248014421
-106.0186831,0.024462011,7117444231,1.28E-05,21038505671,5.91E-06,2.06909E+11,1.28E-05,3.60E-06,0.635153023,0.180678288,0.301948569,0.301948569
-44.99361874,0.036380484,6031405583,1.16E-05,15378304944,5.99E-06,2.06745E+11,1.22E-05,1.16E-06,1.349461865,0.083451782,0.118832378,0.118832378
-39.95641295,0.020445862,6682904800,9.95E-06,13668278640,1.02E-05,1.96131E+11,1.18E-05,2.57E-05,0.506087324,0.064996095,0.091509495,0.091509495
-49.75463942,0.026291133,6193839953,9.77E-06,18164922706,9.93E-06,1.96605E+11,1.20E-05,3.37E-06,2.893841672,0.086982214,0.113880266,0.113880266
-63.56541909,0.037282742,12484562028,1.25E-05,10896203974,1.09E-05,1.97045E+11,1.27E-05,7.70E-06,0.94621585,0.123821811,0.1852133,0.1852133
-104.8937892,0.02251709,5589281380,1.20E-05,11137688721,1.07E-05,2.02934E+11,1.26E-05,2.43E-06,2.907484753,0.165085656,0.291864115,0.291864115
-80.20989531,0.028143981,9647942175,1.06E-05,18190122225,1.09E-05,1.98447E+11,1.24E-05,1.44E-06,0.911309549,0.147804039,0.198799121,0.198799121
-112.8123747,0.039601409,7185999842,1.20E-05,25480205643,1.10E-05,1.91643E+11,1.27E-05,2.03E-06,0.637481058,0.231688913,0.315058107,0.315058107
-88.43947246,0.023624518,6612787744,9.88E-06,19639220633,5.46E-06,2.02222E+11,1.25E-05,1.29E-06,2.593061576,0.157399049,0.197820476,0.197820476
-25.40954448,0.038131493,14188614817,1.13E-05,24692113517,7.05E-06,1.95474E+11,1.06E-05,5.52E-06,0.52996203,0.040996853,0.065332077,0.065332077
-77.86305254,0.023312188,7298742397,1.08E-05,23275912574,8.68E-06,1.90685E+11,1.12E-05,1.01E-05,2.509907735,0.109903317,0.192888776,0.192888776
-94.77663131,0.02873489,5794922791,1.06E-05,32018676349,8.23E-06,2.03939E+11,1.16E-05,1.44E-05,0.579943699,0.162593944,0.229033955,0.229033955
-75.78424941,0.037974898,6777985818,8.64E-06,14227124283,5.40E-06,2.00564E+11,1.13E-05,3.20E-06,1.464527071,0.142539141,0.150159326,0.150159326
-89.07091064,0.026700293,11836867280,9.80E-06,38644359849,9.49E-06,2.0173E+11,1.06E-05,2.68E-05,0.532464345,0.135864533,0.201378001,0.201378001
-90.59950525,0.023547759,13740124481,1.29E-05,11942195997,8.24E-06,2.02781E+11,1.23E-05,2.73E-05,2.601812767,0.133994966,0.266366567,0.266366567
-64.20466837,0.021255711,7658129632,1.19E-05,33406581017,1.10E-05,1.99903E+11,1.07E-05,1.40E-05,0.648439987,0.079065281,0.175896357,0.175896357
-96.63516745,0.036558807,9634817296,8.51E-06,28612234106,9.56E-06,1.94635E+11,1.09E-05,5.79E-06,1.901803346,0.170937641,0.194971864,0.194971864
-92.31507718,0.032978216,5789112339,8.81E-06,28968256830,8.48E-06,1.92373E+11,1.18E-05,1.96E-06,0.924008731,0.177449043,0.189562486,0.189562486
-42.43298303,0.032507481,6565606394,1.19E-05,11921763427,1.10E-05,1.90019E+11,1.28E-05,1.61E-05,1.345383611,0.080597544,0.117574399,0.117574399
-91.64757896,0.021379643,7280402192,1.19E-05,10966516373,1.06E-05,1.95739E+11,1.22E-05,1.28E-06,0.976192029,0.139127407,0.251332615,0.251332615
-117.9837884,0.023277002,19212411568,9.23E-06,33244713422,8.86E-06,1.9339E+11,1.24E-05,3.29E-06,0.635779528,0.22108341,0.250886072,0.250886072
-105.7169512,0.038797983,6317790612,9.28E-06,23589830380,9.45E-06,2.00044E+11,1.12E-05,4.24E-06,0.602577154,0.198198345,0.229133636,0.229133636
-119.231463,0.036615249,7295993925,9.51E-06,13691401110,9.90E-06,2.05637E+11,1.09E-05,2.20E-05,2.078458955,0.20512066,0.267495322,0.267495322
-106.6783886,0.032514153,17822826588,1.24E-05,25247847437,9.25E-06,2.08741E+11,1.05E-05,2.12E-06,2.224088116,0.145084668,0.30639968,0.30639968
-38.8905824,0.030684152,13149599909,1.06E-05,30828681363,1.02E-05,1.91905E+11,1.28E-05,6.18E-06,0.660648286,0.077723927,0.09528875,0.09528875
-61.4064198,0.037818447,11738893640,1.04E-05,20656801169,1.01E-05,2.05668E+11,1.14E-05,3.84E-05,0.828719462,0.111742996,0.149257933,0.149257933
-87.78103593,0.028779894,5678325460,9.74E-06,32662621480,1.04E-05,1.90342E+11,1.14E-05,2.28E-05,1.553176573,0.146854726,0.20088066,0.20088066
-81.92237558,0.021777455,5902261311,9.96E-06,13789400463,6.88E-06,1.98475E+11,1.16E-05,3.37E-06,1.163977193,0.128443621,0.185418709,0.185418709
-96.52723046,0.033052031,13047003010,9.29E-06,10761297594,6.80E-06,1.9456E+11,1.05E-05,2.22E-06,0.525860765,0.159962776,0.204373223,0.204373223
-28.81877398,0.036246468,16462964826,9.38E-06,34442178510,6.76E-06,2.00264E+11,1.10E-05,6.66E-06,1.033579474,0.050690182,0.062176896,0.062176896
-106.0316008,0.020715317,10631530331,8.31E-06,38175609518,8.72E-06,2.01803E+11,1.27E-05,3.23E-05,0.646439902,0.209743746,0.203732009,0.209743746
-48.2301996,0.029424098,8514514134,8.88E-06,23376866248,1.09E-05,1.95166E+11,1.20E-05,2.87E-06,0.655559199,0.093219805,0.100968238,0.100968238
-101.6298879,0.022267656,9110871284,1.13E-05,15120056125,1.08E-05,2.04905E+11,1.29E-05,6.93E-06,0.970707011,0.178244731,0.266029416,0.266029416
-99.24416862,0.039490688,18663526576,8.26E-06,35757647310,1.02E-05,1.9959E+11,1.20E-05,1.43E-05,0.758032827,0.207487734,0.194717068,0.207487734
-39.36980059,0.0206246,11317029856,1.16E-05,19584125537,6.31E-06,2.09811E+11,1.19E-05,1.07E-06,1.029236198,0.056936071,0.102865254,0.102865254
-46.17605329,0.034803929,9477818012,9.44E-06,10199024988,8.30E-06,1.92779E+11,1.10E-05,6.45E-06,1.18228093,0.079937276,0.101291086,0.101291086
-89.93401742,0.024809917,5298430803,9.50E-06,21406565680,9.39E-06,2.07592E+11,1.24E-05,1.31E-05,1.301679045,0.16508371,0.198833527,0.198833527
-49.96983273,0.027621286,6172748973,8.62E-06,38915958545,5.68E-06,2.01214E+11,1.06E-05,2.42E-05,2.833524429,0.078118654,0.09850591,0.09850591
-78.84946113,0.033699275,17491001502,1.20E-05,39021801937,8.22E-06,2.03591E+11,1.27E-05,2.21E-06,2.075342816,0.148701929,0.217360179,0.217360179
-29.35270809,0.032137916,16381765774,1.30E-05,10199009258,1.10E-05,1.90523E+11,1.20E-05,1.45E-05,1.539709477,0.048426605,0.088395164,0.088395164
-68.15104983,0.025257907,12647931784,8.13E-06,17231246166,9.70E-06,1.93974E+11,1.09E-05,1.91E-06,2.928276598,0.11033175,0.131284949,0.131284949
-60.56654837,0.038192529,14021846037,1.29E-05,38414246390,1.04E-05,1.93354E+11,1.29E-05,5.76E-06,0.564260931,0.122108173,0.179500252,0.179500252
-39.79107614,0.024121683,10576932153,8.08E-06,14848112888,5.56E-06,1.97288E+11,1.13E-05,4.19E-06,0.560226207,0.06952893,0.072673906,0.072673906
-45.26441525,0.038520591,9539043837,1.17E-05,18888848020,5.60E-06,1.98785E+11,1.26E-05,8.66E-06,1.471635942,0.089948314,0.119838216,0.119838216
-58.77788641,0.021361801,12491464268,1.20E-05,26566270005,9.76E-06,2.03709E+11,1.23E-05,4.53E-06,0.663793248,0.091995312,0.161395486,0.161395486
-25.82701568,0.024969999,7118914455,1.18E-05,25820817665,1.10E-05,1.98768E+11,1.13E-05,3.45E-05,0.524162793,0.038226674,0.070050406,0.070050406
-104.5436278,0.02605792,5328520378,1.21E-05,29668027888,5.61E-06,1.99366E+11,1.12E-05,1.07E-06,0.714407107,0.150280722,0.282444687,0.282444687
-65.3358652,0.035928658,15202685522,1.22E-05,39439696792,6.06E-06,2.04043E+11,1.28E-05,2.63E-05,0.948468103,0.128747329,0.180792429,0.180792429
-31.89325282,0.027591735,6133228371,9.38E-06,13544374235,6.41E-06,2.02469E+11,1.26E-05,4.87E-05,2.115885375,0.061748397,0.068470485,0.068470485
-40.26301438,0.023740054,16421447383,1.02E-05,10257849265,1.03E-05,1.90885E+11,1.30E-05,3.57E-05,1.576042963,0.075406757,0.095366013,0.095366013
-27.17313021,0.036490713,6168739964,1.29E-05,21986699900,1.10E-05,1.9828E+11,1.28E-05,4.10E-06,2.664801524,0.05135104,0.081899517,0.081899517
-102.5393497,0.02080557,9876893774,1.17E-05,12243481872,6.68E-06,2.06233E+11,1.16E-05,2.69E-05,2.050598557,0.139735371,0.270226328,0.270226328
-66.50921152,0.032419294,6000651654,8.86E-06,29023025288,8.55E-06,2.07948E+11,1.26E-05,1.18E-06,2.807305956,0.136214605,0.138184363,0.138184363
-22.54122195,0.026555963,16938269741,1.08E-05,20670770633,8.57E-06,2.05759E+11,1.30E-05,2.07E-06,0.746076597,0.043496045,0.05556996,0.05556996
-66.75547166,0.036653497,8137095427,9.37E-06,14883473691,5.62E-06,1.96204E+11,1.05E-05,1.13E-06,0.748697742,0.112199318,0.142350985,0.142350985
-109.0810363,0.03335044,6518147073,8.12E-06,18760370236,8.10E-06,2.05889E+11,1.19E-05,3.76E-05,1.559768184,0.215114016,0.207727734,0.215114016
-100.6287971,0.030628428,18617233858,8.44E-06,37606773379,1.06E-05,1.94586E+11,1.14E-05,2.94E-05,1.530102183,0.182824249,0.202326915,0.202326915
-31.43904893,0.036833809,9420090673,9.01E-06,22437395035,8.50E-06,1.98E+11,1.16E-05,1.99E-05,1.73796472,0.059779048,0.066345805,0.066345805
-85.4555383,0.031539129,11755969289,9.70E-06,23981881377,8.24E-06,2.00946E+11,1.20E-05,4.43E-06,2.276871037,0.158493777,0.192534776,0.192534776
-61.75890911,0.035184458,6482248905,1.20E-05,11585592507,1.08E-05,2.09095E+11,1.20E-05,1.80E-06,1.087520238,0.110816919,0.172432195,0.172432195
-98.9053072,0.038237142,17310363421,9.90E-06,20553410750,1.00E-05,2.0408E+11,1.06E-05,4.19E-05,0.592297753,0.168928208,0.228535829,0.228535829
-46.85030848,0.038794464,11726527578,9.61E-06,24976694526,6.22E-06,2.02817E+11,1.23E-05,1.43E-06,0.646201501,0.097031593,0.102714378,0.102714378
-84.60275783,0.035831634,18828961984,1.13E-05,15193674413,1.09E-05,1.9214E+11,1.17E-05,1.38E-06,2.736463547,0.148313561,0.224945658,0.224945658
-76.38111339,0.027996707,12147906433,8.28E-06,25560497446,5.79E-06,2.05348E+11,1.22E-05,4.76E-06,1.410010118,0.148915063,0.144769246,0.148915063
-98.54582617,0.037494105,5959820367,1.04E-05,10222704989,8.31E-06,1.95179E+11,1.25E-05,3.99E-06,2.585021702,0.197426987,0.238644617,0.238644617
-86.10097174,0.028467944,9220784409,1.15E-05,24195462808,5.94E-06,2.05057E+11,1.24E-05,1.37E-05,2.775354368,0.14904818,0.223743205,0.223743205
-67.51846006,0.036774721,6541810513,8.09E-06,11934024518,9.59E-06,2.02236E+11,1.24E-05,3.28E-05,1.138279032,0.144151803,0.129692343,0.144151803
-62.33007082,0.039743226,18455807097,1.09E-05,36496575537,9.01E-06,2.09052E+11,1.24E-05,3.08E-05,1.430419099,0.124749848,0.157453676,0.157453676
-57.45736756,0.028812426,9027432804,8.77E-06,28188999160,1.07E-05,2.08074E+11,1.19E-05,1.24E-05,0.973401436,0.107535882,0.119153789,0.119153789
-66.70642635,0.035952509,7626699353,1.24E-05,11683394647,9.37E-06,1.92663E+11,1.17E-05,4.51E-06,1.326883623,0.114286573,0.190652775,0.190652775
-33.8543752,0.029795704,7177872094,1.07E-05,21976725900,5.62E-06,2.08691E+11,1.28E-05,1.97E-05,0.52705123,0.067508922,0.081484279,0.081484279
-106.3105023,0.026712154,15422576726,1.27E-05,15904929325,1.04E-05,1.98691E+11,1.24E-05,1.67E-05,2.44713734,0.171133861,0.312173451,0.312173451
-45.03428309,0.020634244,14662404966,9.66E-06,27876039800,7.44E-06,1.9738E+11,1.24E-05,1.72E-06,1.272608547,0.077972763,0.099387702,0.099387702
-53.40563698,0.027351455,5721592503,9.15E-06,21085228971,7.58E-06,1.90329E+11,1.27E-05,2.41E-06,1.06924178,0.105993556,0.112513539,0.112513539
-106.0674295,0.024877954,15511339821,8.85E-06,33576241270,7.89E-06,1.95469E+11,1.06E-05,3.10E-05,1.237190201,0.160181727,0.217024152,0.217024152
-20.67348317,0.025935457,10995816951,1.10E-05,29250372088,1.10E-05,2.00576E+11,1.21E-05,1.56E-05,0.826015331,0.035068731,0.05303598,0.05303598
-53.07787232,0.037145064,5666086413,1.11E-05,14975906235,5.00E-06,1.98795E+11,1.15E-05,4.14E-05,0.541798265,0.096371712,0.131791729,0.131791729
-70.75670071,0.036935382,8197160803,1.07E-05,10716053462,5.19E-06,1.92648E+11,1.18E-05,3.21E-05,2.162103305,0.129530111,0.172571457,0.172571457
-98.67571554,0.03896288,10332616907,9.21E-06,27902055182,5.93E-06,1.9451E+11,1.20E-05,1.88E-05,0.506550419,0.202250877,0.206548259,0.206548259
-75.82079339,0.023969773,9408352834,1.29E-05,12498578734,7.89E-06,2.01661E+11,1.15E-05,3.42E-06,1.224782196,0.100713356,0.222391801,0.222391801
-37.32099554,0.022684778,5334355794,9.86E-06,38068376974,9.41E-06,1.99451E+11,1.23E-05,8.24E-06,2.023042825,0.064140454,0.085517134,0.085517134
-39.04454779,0.035597625,7520090380,9.11E-06,25086851328,9.37E-06,1.96316E+11,1.07E-05,1.82E-05,0.540704342,0.067314809,0.082883151,0.082883151
-44.89704779,0.030097446,13014012291,1.25E-05,11332958297,1.04E-05,1.99948E+11,1.16E-05,1.57E-06,0.53654262,0.072412367,0.12911025,0.12911025
-98.09810988,0.029704255,8094010981,9.76E-06,13522533666,9.38E-06,1.95225E+11,1.16E-05,1.05E-06,2.056745872,0.169117694,0.223827939,0.223827939
-104.755218,0.026275251,6558026865,1.24E-05,11270436443,6.67E-06,1.94336E+11,1.06E-05,2.88E-06,1.054251838,0.131738344,0.293848566,0.293848566
-76.7854855,0.030877216,9189970181,1.10E-05,16418502141,1.04E-05,1.91235E+11,1.28E-05,1.39E-05,1.067805576,0.149139024,0.196620695,0.196620695
-27.08112285,0.03809319,8982062915,1.21E-05,17453309259,1.10E-05,2.09834E+11,1.19E-05,1.60E-05,0.933334254,0.049257317,0.076406923,0.076406923
-95.93478507,0.033063345,11644047553,1.14E-05,20923982401,8.43E-06,2.06343E+11,1.27E-05,3.96E-06,0.924550003,0.185915529,0.251279574,0.251279574
-63.41347497,0.022095745,13180834433,1.18E-05,20004753960,9.62E-06,2.02855E+11,1.09E-05,4.93E-06,0.95313478,0.080738539,0.171414239,0.171414239
-47.36565913,0.027855502,17930090245,1.18E-05,12310138789,9.64E-06,2.09139E+11,1.12E-05,4.52E-05,0.838834573,0.07043532,0.128820553,0.128820553
-113.3943376,0.029880928,16785529490,1.06E-05,21556363969,8.41E-06,2.06265E+11,1.05E-05,1.38E-05,1.724508931,0.164971012,0.276677158,0.276677158
-73.57758168,0.032713928,10379119448,1.11E-05,37199185359,1.06E-05,2.02509E+11,1.06E-05,2.51E-06,1.17151813,0.109512737,0.190372418,0.190372418
-106.6630576,0.023300441,12912048022,1.06E-05,15583620416,1.02E-05,2.09713E+11,1.29E-05,2.56E-05,2.423927033,0.192142434,0.26371441,0.26371441
-25.9908503,0.037280286,10241770443,1.00E-05,24880178529,1.04E-05,2.00799E+11,1.27E-05,3.97E-05,2.519124522,0.05360553,0.061568554,0.061568554
-44.81915328,0.03464516,7316024386,1.13E-05,10158227199,1.09E-05,2.09443E+11,1.23E-05,1.82E-06,0.852073028,0.085503188,0.117739721,0.117739721
-72.02598623,0.03489212,9684785519,1.15E-05,11787262036,5.62E-06,2.00987E+11,1.24E-05,1.40E-05,1.732107601,0.136163144,0.18738698,0.18738698
-59.91618963,0.035400748,5693298100,9.37E-06,12554908125,9.63E-06,1.972E+11,1.13E-05,2.23E-06,1.488771663,0.107350342,0.132060102,0.132060102
-81.44387126,0.027657653,12399025854,1.13E-05,32446584044,7.74E-06,1.94974E+11,1.27E-05,1.24E-05,0.924999615,0.149865098,0.209366355,0.209366355
-52.05604575,0.023961619,12740271984,8.36E-06,18598953468,1.02E-05,1.91138E+11,1.16E-05,2.54E-05,1.425772322,0.090981562,0.102923002,0.102923002
-48.24981431,0.023866226,14285478542,1.27E-05,27244382038,1.10E-05,1.98538E+11,1.07E-05,1.08E-05,0.526420254,0.06026756,0.139399994,0.139399994
-112.7608215,0.038397096,5270596863,1.15E-05,25830317503,5.76E-06,1.99352E+11,1.10E-05,1.96E-05,2.622700656,0.18342379,0.294583941,0.294583941
